date,cycle,FF,FF_lo,FF_hi,FG,FG_lo,FG_hi,LAB,LAB_lo,LAB_hi,PD,PD_lo,PD_hi,WP,WP_lo,WP_hi,OTH,OTH_lo,OTH_hi,GP,GP_lo,GP_hi,DL,DL_lo,DL_hi,SF,SF_lo,SF_hi,SD,SD_lo,SD_hi,SPBP,SPBP_lo,SPBP_hi,AU,AU_lo,AU_hi
1999-12-08,1997-2002,0.4833,0.4575,0.5106,0.2376,0.2085,0.269,0.1282,0.1088,0.1492,0.031,0.0201,0.0457,NA,NA,NA,0.0503,0.0287,0.0782,0.0314,0.0244,0.0398,NA,NA,NA,0.0382,0.0273,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-09,1997-2002,0.4836,0.4569,0.5116,0.2377,0.2085,0.2696,0.128,0.1084,0.1485,0.0309,0.0198,0.0451,NA,NA,NA,0.0502,0.0292,0.0786,0.0315,0.0244,0.0396,NA,NA,NA,0.0381,0.0272,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-10,1997-2002,0.4839,0.4554,0.5128,0.2378,0.2084,0.2697,0.1279,0.108,0.1493,0.0308,0.0198,0.0451,NA,NA,NA,0.0499,0.0285,0.0785,0.0315,0.0243,0.0397,NA,NA,NA,0.0382,0.027,0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-11,1997-2002,0.484,0.4558,0.5124,0.2379,0.2083,0.2706,0.1278,0.108,0.1487,0.0307,0.02,0.0452,NA,NA,NA,0.0499,0.0284,0.0785,0.0316,0.0245,0.0399,NA,NA,NA,0.0381,0.0267,0.0503,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-12,1997-2002,0.4842,0.4572,0.5129,0.238,0.2084,0.2704,0.1278,0.10780000000000001,0.1487,0.0307,0.02,0.0451,NA,NA,NA,0.0497,0.0279,0.0786,0.0316,0.0247,0.0399,NA,NA,NA,0.0381,0.0267,0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-13,1997-2002,0.4846,0.457,0.5134,0.238,0.2092,0.2724,0.1277,0.1076,0.1486,0.0306,0.0198,0.0447,NA,NA,NA,0.0494,0.0275,0.0786,0.0316,0.0248,0.0402,NA,NA,NA,0.0381,0.0267,0.0508,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-14,1997-2002,0.4848,0.4574,0.5131,0.2381,0.2091,0.2721,0.1275,0.1073,0.1483,0.0305,0.0197,0.0446,NA,NA,NA,0.0493,0.028,0.0771,0.0317,0.0247,0.0406,NA,NA,NA,0.0381,0.0267,0.0504,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-15,1997-2002,0.485,0.4568,0.5128,0.2384,0.2096,0.2728,0.1274,0.1068,0.1488,0.0304,0.0198,0.0445,NA,NA,NA,0.0491,0.0281,0.0778,0.0318,0.0249,0.0405,NA,NA,NA,0.038,0.0266,0.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-16,1997-2002,0.4851,0.4559,0.5121,0.2386,0.2107,0.2726,0.1274,0.1069,0.1483,0.0304,0.0195,0.0443,NA,NA,NA,0.0489,0.0283,0.0777,0.0318,0.0249,0.0404,NA,NA,NA,0.0379,0.0268,0.0503,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-17,1997-2002,0.4853,0.4557,0.5128,0.2388,0.2086,0.2732,0.1273,0.1062,0.1482,0.0303,0.0195,0.0443,NA,NA,NA,0.0487,0.0283,0.0773,0.0318,0.0249,0.0405,NA,NA,NA,0.0379,0.0266,0.0502,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-18,1997-2002,0.4855,0.4556,0.5136,0.2388,0.2088,0.273,0.1271,0.1057,0.1484,0.0302,0.0193,0.044,NA,NA,NA,0.0487,0.0283,0.0757,0.0318,0.0251,0.0403,NA,NA,NA,0.0379,0.0263,0.0502,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-19,1997-2002,0.4859,0.4565,0.5144,0.2389,0.2099,0.2737,0.127,0.106,0.1484,0.0302,0.0193,0.0441,NA,NA,NA,0.0484,0.0285,0.0749,0.0319,0.025,0.0403,NA,NA,NA,0.0379,0.0265,0.0504,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-20,1997-2002,0.486,0.4568,0.5154,0.2389,0.2096,0.2739,0.1269,0.1055,0.1483,0.0302,0.0195,0.044,NA,NA,NA,0.0482,0.0293,0.076,0.032,0.025,0.0406,NA,NA,NA,0.0378,0.0261,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-21,1997-2002,0.4862,0.4562,0.5151,0.2389,0.2103,0.274,0.1267,0.1053,0.1477,0.0302,0.0195,0.0437,NA,NA,NA,0.0481,0.0291,0.0745,0.0321,0.0251,0.0406,NA,NA,NA,0.0378,0.026,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-22,1997-2002,0.4864,0.4569,0.5148,0.2392,0.2098,0.2739,0.1266,0.1057,0.1474,0.0301,0.0195,0.0438,NA,NA,NA,0.0478,0.0289,0.0757,0.0321,0.0254,0.0404,NA,NA,NA,0.0377,0.026,0.0498,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-23,1997-2002,0.4865,0.4561,0.5149,0.2394,0.2104,0.2739,0.1263,0.1056,0.1475,0.0301,0.0194,0.0437,NA,NA,NA,0.0477,0.0291,0.0762,0.0322,0.0253,0.0407,NA,NA,NA,0.0377,0.0263,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-24,1997-2002,0.4868,0.4569,0.5152,0.2394,0.2107,0.2741,0.1262,0.1058,0.1469,0.03,0.0193,0.0432,NA,NA,NA,0.0478,0.0282,0.0748,0.0322,0.0253,0.0404,NA,NA,NA,0.0377,0.0261,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-25,1997-2002,0.487,0.4576,0.5154,0.2394,0.2106,0.2742,0.1262,0.1062,0.1472,0.0299,0.0194,0.0428,NA,NA,NA,0.0477,0.0282,0.0737,0.0322,0.0254,0.0404,NA,NA,NA,0.0376,0.026,0.0495,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-26,1997-2002,0.4871,0.458,0.515,0.2395,0.2102,0.2736,0.1261,0.106,0.1471,0.0298,0.0192,0.0429,NA,NA,NA,0.0476,0.0288,0.0722,0.0323,0.0256,0.0404,NA,NA,NA,0.0376,0.0261,0.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-27,1997-2002,0.4872,0.4588,0.5148,0.2398,0.2116,0.2751,0.1259,0.1064,0.1462,0.0298,0.0194,0.0428,NA,NA,NA,0.0474,0.0285,0.0727,0.0324,0.0254,0.0404,NA,NA,NA,0.0375,0.0262,0.0495,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-28,1997-2002,0.4874,0.4592,0.5157,0.2398,0.2118,0.2749,0.1259,0.1062,0.1463,0.0297,0.0196,0.0421,NA,NA,NA,0.0474,0.0287,0.0718,0.0324,0.0256,0.0406,NA,NA,NA,0.0375,0.0259,0.0491,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-29,1997-2002,0.4876,0.4596,0.5152,0.2398,0.2114,0.2752,0.1258,0.1061,0.1466,0.0296,0.0195,0.042,NA,NA,NA,0.0473,0.0284,0.0727,0.0325,0.0259,0.0405,NA,NA,NA,0.0374,0.0257,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-30,1997-2002,0.4879,0.459,0.5163,0.24,0.2126,0.2765,0.1256,0.1057,0.1463,0.0296,0.0194,0.0424,NA,NA,NA,0.0471,0.0283,0.07,0.0325,0.0257,0.0403,NA,NA,NA,0.0373,0.0257,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-31,1997-2002,0.488,0.4589,0.5167,0.2399,0.2119,0.276,0.1255,0.1058,0.1471,0.0295,0.0195,0.0419,NA,NA,NA,0.0471,0.0288,0.0707,0.0326,0.0257,0.0404,NA,NA,NA,0.0373,0.0257,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-01,1997-2002,0.4883,0.4587,0.5158,0.2399,0.2123,0.2751,0.1255,0.1055,0.1472,0.0295,0.0196,0.042,NA,NA,NA,0.0469,0.0283,0.072,0.0327,0.0257,0.0405,NA,NA,NA,0.0373,0.0258,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-02,1997-2002,0.4884,0.4596,0.5161,0.2401,0.2125,0.2746,0.1254,0.1057,0.1468,0.0294,0.0196,0.0421,NA,NA,NA,0.0468,0.0288,0.0716,0.0327,0.0259,0.0407,NA,NA,NA,0.0372,0.0257,0.0489,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-03,1997-2002,0.4887,0.4597,0.5157,0.2401,0.2121,0.2748,0.1252,0.1059,0.146,0.0293,0.0194,0.0417,NA,NA,NA,0.0467,0.0288,0.0701,0.0327,0.0259,0.0404,NA,NA,NA,0.0371,0.0257,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-04,1997-2002,0.4889,0.4603,0.5164,0.2401,0.2128,0.275,0.1251,0.1054,0.1455,0.0293,0.0195,0.041,NA,NA,NA,0.0468,0.0284,0.0691,0.0328,0.0257,0.0402,NA,NA,NA,0.0371,0.0255,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-05,1997-2002,0.4891,0.4607,0.5155,0.2401,0.2126,0.2745,0.125,0.1058,0.1462,0.0292,0.0195,0.0411,NA,NA,NA,0.0467,0.0287,0.0695,0.0328,0.026,0.0407,NA,NA,NA,0.037,0.0253,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-06,1997-2002,0.4893,0.4617,0.5163,0.2401,0.2137,0.2729,0.125,0.1058,0.1464,0.0291,0.0194,0.0408,NA,NA,NA,0.0466,0.0289,0.0691,0.0329,0.0261,0.0405,NA,NA,NA,0.037,0.0253,0.0479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-07,1997-2002,0.4897,0.4628,0.5169,0.2401,0.2138,0.2719,0.1249,0.1058,0.1452,0.0291,0.0195,0.0406,NA,NA,NA,0.0464,0.0286,0.0684,0.0329,0.0262,0.0405,NA,NA,NA,0.037,0.0255,0.0482,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-08,1997-2002,0.4898,0.4633,0.5169,0.2401,0.2133,0.2716,0.1248,0.1058,0.1455,0.029,0.0192,0.0406,NA,NA,NA,0.0464,0.0292,0.0686,0.0329,0.026,0.0405,NA,NA,NA,0.0369,0.0253,0.0481,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-09,1997-2002,0.4899,0.4641,0.5168,0.2401,0.2136,0.2714,0.1248,0.1057,0.1451,0.0289,0.0192,0.0402,NA,NA,NA,0.0464,0.0292,0.0684,0.033,0.0262,0.0403,NA,NA,NA,0.0369,0.0255,0.0479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-10,1997-2002,0.4902,0.4642,0.5174,0.2403,0.2147,0.2719,0.1246,0.1058,0.1452,0.0288,0.0192,0.0401,NA,NA,NA,0.0462,0.0295,0.0682,0.0331,0.0259,0.0406,NA,NA,NA,0.0368,0.0253,0.0477,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-11,1997-2002,0.4905,0.4652,0.5159,0.2404,0.2145,0.2717,0.1245,0.1063,0.1441,0.0287,0.0191,0.0397,NA,NA,NA,0.0461,0.0295,0.0659,0.0331,0.0262,0.0402,NA,NA,NA,0.0367,0.0255,0.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-12,1997-2002,0.4908,0.4666,0.5162,0.2402,0.2148,0.2711,0.1244,0.1058,0.1443,0.0286,0.0192,0.0395,NA,NA,NA,0.0462,0.0292,0.0658,0.0331,0.0267,0.0405,NA,NA,NA,0.0366,0.0257,0.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-13,1997-2002,0.491,0.4662,0.5169,0.2403,0.2147,0.2704,0.1244,0.1055,0.1442,0.0286,0.0192,0.0394,NA,NA,NA,0.046,0.0297,0.0654,0.0332,0.0264,0.0404,NA,NA,NA,0.0366,0.0259,0.0475,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-14,1997-2002,0.4913,0.4668,0.5165,0.2404,0.2157,0.2692,0.1242,0.1055,0.1429,0.0285,0.0192,0.0393,NA,NA,NA,0.0459,0.03,0.0645,0.0332,0.0264,0.0403,NA,NA,NA,0.0365,0.0262,0.0475,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-15,1997-2002,0.4915,0.468,0.5172,0.2404,0.21560000000000001,0.2679,0.1241,0.1053,0.1424,0.0284,0.0191,0.0388,NA,NA,NA,0.0459,0.0301,0.0635,0.0333,0.0266,0.0406,NA,NA,NA,0.0365,0.0262,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-16,1997-2002,0.4919,0.4675,0.5181,0.2404,0.2161,0.2688,0.124,0.1062,0.1421,0.0282,0.0192,0.0382,NA,NA,NA,0.0457,0.0304,0.0644,0.0333,0.0267,0.0405,NA,NA,NA,0.0365,0.0263,0.0469,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-17,1997-2002,0.4921,0.469,0.5173,0.2405,0.217,0.2673,0.1239,0.1061,0.1418,0.0282,0.0192,0.0384,NA,NA,NA,0.0456,0.031,0.0631,0.0333,0.0265,0.0403,NA,NA,NA,0.0364,0.026,0.0469,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-18,1997-2002,0.4923,0.4693,0.5176,0.2404,0.2167,0.2667,0.1237,0.1068,0.1415,0.0281,0.0192,0.0381,NA,NA,NA,0.0457,0.0311,0.0613,0.0334,0.0266,0.0406,NA,NA,NA,0.0364,0.0262,0.0467,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-19,1997-2002,0.4927,0.4695,0.5182,0.2398,0.217,0.2663,0.124,0.1072,0.1425,0.028,0.0189,0.0382,NA,NA,NA,0.0457,0.0311,0.0618,0.0334,0.0266,0.0408,NA,NA,NA,0.0364,0.0261,0.0467,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-20,1997-2002,0.493,0.4692,0.5182,0.2393,0.2155,0.2656,0.1242,0.1071,0.1425,0.0279,0.0186,0.0379,NA,NA,NA,0.0457,0.0305,0.0622,0.0334,0.0265,0.0406,NA,NA,NA,0.0364,0.0258,0.0469,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-21,1997-2002,0.4934,0.4695,0.5192,0.2388,0.2155,0.2651,0.1242,0.107,0.1425,0.0278,0.0187,0.0379,NA,NA,NA,0.0458,0.031,0.0624,0.0335,0.0262,0.0407,NA,NA,NA,0.0365,0.0261,0.0467,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-22,1997-2002,0.49370000000000003,0.4698,0.5201,0.2383,0.215,0.2639,0.1243,0.1063,0.1422,0.0278,0.0184,0.0377,NA,NA,NA,0.0459,0.0312,0.0637,0.0335,0.0264,0.0407,NA,NA,NA,0.0366,0.0262,0.0472,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-23,1997-2002,0.494,0.4699,0.5208,0.2378,0.2132,0.265,0.1245,0.107,0.1427,0.0277,0.0185,0.0373,NA,NA,NA,0.0458,0.031,0.0637,0.0336,0.0265,0.0406,NA,NA,NA,0.0366,0.0261,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-24,1997-2002,0.4944,0.471,0.5207,0.2372,0.2128,0.2648,0.1246,0.1067,0.1428,0.0276,0.0186,0.0371,NA,NA,NA,0.0459,0.0309,0.0642,0.0336,0.0263,0.0407,NA,NA,NA,0.0367,0.0264,0.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-25,1997-2002,0.4948,0.4708,0.522,0.2367,0.2117,0.2642,0.1247,0.1068,0.1436,0.0276,0.0185,0.0374,NA,NA,NA,0.0459,0.0306,0.0646,0.0336,0.0264,0.0406,NA,NA,NA,0.0367,0.0266,0.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-26,1997-2002,0.4951,0.4707,0.5222,0.2362,0.2109,0.264,0.1248,0.1073,0.1444,0.0275,0.0188,0.0378,NA,NA,NA,0.0459,0.03,0.0655,0.0337,0.0265,0.0408,NA,NA,NA,0.0367,0.0266,0.0477,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-27,1997-2002,0.4954,0.4711,0.5225,0.2357,0.2104,0.2634,0.125,0.1068,0.1443,0.0274,0.0186,0.0375,NA,NA,NA,0.046,0.0302,0.0649,0.0338,0.0266,0.0406,NA,NA,NA,0.0368,0.0266,0.0475,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-28,1997-2002,0.4957,0.471,0.5224,0.2353,0.2114,0.2625,0.1251,0.107,0.1448,0.0274,0.019,0.0378,NA,NA,NA,0.0459,0.0303,0.0657,0.0338,0.0267,0.0407,NA,NA,NA,0.0369,0.0266,0.0481,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-29,1997-2002,0.4961,0.4725,0.5222,0.2347,0.2101,0.2607,0.1253,0.1068,0.1452,0.0273,0.0189,0.0373,NA,NA,NA,0.0459,0.0301,0.066,0.0339,0.0267,0.0406,NA,NA,NA,0.0369,0.0266,0.0483,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-30,1997-2002,0.4963,0.4723,0.5215,0.2341,0.209,0.2607,0.1255,0.1074,0.145,0.0272,0.0188,0.0371,NA,NA,NA,0.0459,0.0302,0.0673,0.0339,0.027,0.041,NA,NA,NA,0.037,0.0265,0.0481,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-31,1997-2002,0.4968,0.4731,0.5229,0.2335,0.2088,0.2601,0.1256,0.1068,0.145,0.0272,0.0189,0.0366,NA,NA,NA,0.0458,0.0302,0.0654,0.034,0.0268,0.0408,NA,NA,NA,0.037,0.0266,0.0479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-01,1997-2002,0.4973,0.4732,0.5236,0.233,0.2085,0.2584,0.1258,0.1072,0.1462,0.0271,0.0188,0.0369,NA,NA,NA,0.0458,0.0298,0.0651,0.0341,0.0267,0.041,NA,NA,NA,0.0371,0.0265,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-02,1997-2002,0.4976,0.4739,0.5245,0.2324,0.2091,0.2583,0.126,0.1079,0.146,0.027,0.0186,0.0367,NA,NA,NA,0.0457,0.0299,0.0652,0.0341,0.0266,0.0412,NA,NA,NA,0.0372,0.0264,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-03,1997-2002,0.4979,0.4741,0.5247,0.232,0.2094,0.2576,0.1261,0.108,0.146,0.027,0.0185,0.0365,NA,NA,NA,0.0457,0.03,0.0649,0.0342,0.0267,0.041,NA,NA,NA,0.0372,0.0267,0.0483,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-04,1997-2002,0.4983,0.4744,0.5245,0.2314,0.2077,0.2563,0.1262,0.1079,0.1456,0.027,0.0187,0.0365,NA,NA,NA,0.0457,0.0302,0.0652,0.0342,0.0269,0.0411,NA,NA,NA,0.0373,0.0266,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-05,1997-2002,0.4986,0.4742,0.5243,0.2308,0.2072,0.2552,0.1264,0.1083,0.146,0.0269,0.0187,0.037,NA,NA,NA,0.0457,0.03,0.0658,0.0342,0.0273,0.0412,NA,NA,NA,0.0374,0.0267,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-06,1997-2002,0.499,0.4746,0.5251,0.2304,0.2081,0.2551,0.1265,0.1086,0.1469,0.0269,0.0188,0.0366,NA,NA,NA,0.0456,0.0302,0.0661,0.0343,0.0274,0.0414,NA,NA,NA,0.0374,0.0268,0.0484,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-07,1997-2002,0.4994,0.476,0.5251,0.23,0.2071,0.2543,0.1266,0.1088,0.1476,0.0268,0.0187,0.0364,NA,NA,NA,0.0454,0.03,0.0639,0.0344,0.0273,0.0417,NA,NA,NA,0.0375,0.0267,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-08,1997-2002,0.4998,0.4761,0.525,0.2294,0.2056,0.2533,0.1267,0.1088,0.1462,0.0267,0.0187,0.0367,NA,NA,NA,0.0454,0.0297,0.0637,0.0344,0.0273,0.0412,NA,NA,NA,0.0375,0.0268,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-09,1997-2002,0.5003,0.4761,0.525,0.2287,0.2049,0.2525,0.1268,0.1088,0.1469,0.0267,0.0183,0.0363,NA,NA,NA,0.0454,0.0297,0.0635,0.0345,0.0273,0.0414,NA,NA,NA,0.0376,0.0267,0.0491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-10,1997-2002,0.5007,0.4767,0.5276,0.2282,0.2048,0.2515,0.1269,0.1092,0.1475,0.0267,0.0185,0.0364,NA,NA,NA,0.0453,0.0297,0.0636,0.0345,0.0269,0.0417,NA,NA,NA,0.0377,0.0266,0.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-11,1997-2002,0.5011,0.4775,0.5272,0.2276,0.2054,0.2514,0.1271,0.1094,0.1467,0.0267,0.0187,0.0363,NA,NA,NA,0.0452,0.0307,0.0628,0.0346,0.0271,0.0416,NA,NA,NA,0.0378,0.0269,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-12,1997-2002,0.5015,0.4781,0.5273,0.2271,0.2052,0.2494,0.1272,0.1091,0.1473,0.0266,0.0188,0.0357,NA,NA,NA,0.0451,0.0301,0.0617,0.0346,0.0274,0.0419,NA,NA,NA,0.0378,0.0271,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-13,1997-2002,0.5018,0.478,0.528,0.2268,0.2045,0.2507,0.1273,0.1092,0.1475,0.0266,0.0188,0.0358,NA,NA,NA,0.045,0.0304,0.0607,0.0346,0.0273,0.042,NA,NA,NA,0.0378,0.0272,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-14,1997-2002,0.5021,0.4792,0.5282,0.2263,0.2039,0.2491,0.1273,0.1096,0.1467,0.0266,0.0187,0.0353,NA,NA,NA,0.0451,0.031,0.0615,0.0347,0.0274,0.0418,NA,NA,NA,0.0379,0.0273,0.0489,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-15,1997-2002,0.5025,0.4803,0.5282,0.2257,0.2036,0.2478,0.1275,0.1099,0.1464,0.0265,0.0188,0.0353,NA,NA,NA,0.0451,0.0313,0.0608,0.0347,0.0273,0.0417,NA,NA,NA,0.038,0.0273,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-16,1997-2002,0.5031,0.4803,0.5287,0.2252,0.204,0.2479,0.1277,0.1104,0.1469,0.0264,0.0186,0.0352,NA,NA,NA,0.0449,0.0318,0.0601,0.0348,0.0273,0.0417,NA,NA,NA,0.0381,0.0278,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-17,1997-2002,0.5035,0.4799,0.5281,0.2246,0.204,0.2472,0.1278,0.1105,0.1473,0.0263,0.0187,0.0352,NA,NA,NA,0.0448,0.0321,0.0591,0.0348,0.0276,0.0421,NA,NA,NA,0.0382,0.028,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-18,1997-2002,0.5033,0.4797,0.5281,0.2244,0.2027,0.2465,0.1278,0.1104,0.1474,0.0264,0.0186,0.0351,NA,NA,NA,0.0451,0.0319,0.0595,0.0349,0.0275,0.042,NA,NA,NA,0.0382,0.0279,0.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-19,1997-2002,0.5029,0.4797,0.5273,0.2244,0.2023,0.2468,0.1278,0.1104,0.1479,0.0264,0.0185,0.0351,NA,NA,NA,0.0453,0.0314,0.0603,0.035,0.0276,0.0424,NA,NA,NA,0.0382,0.0278,0.0495,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-20,1997-2002,0.5028,0.48,0.5262,0.2242,0.202,0.2468,0.1277,0.11,0.1466,0.0265,0.0184,0.0352,NA,NA,NA,0.0455,0.0312,0.0623,0.0351,0.0277,0.0428,NA,NA,NA,0.0382,0.0275,0.0498,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-21,1997-2002,0.5026,0.4798,0.5269,0.2243,0.2018,0.2473,0.1276,0.1099,0.1473,0.0266,0.0182,0.0354,NA,NA,NA,0.0456,0.0308,0.0638,0.0351,0.0277,0.0428,NA,NA,NA,0.0382,0.0274,0.0502,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-22,1997-2002,0.5024,0.4793,0.5273,0.2241,0.2007,0.2466,0.1275,0.11,0.1466,0.0267,0.0181,0.0355,NA,NA,NA,0.0458,0.0304,0.0645,0.0353,0.0274,0.0433,NA,NA,NA,0.0382,0.0277,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-23,1997-2002,0.5023,0.4786,0.5283,0.224,0.1995,0.2473,0.1274,0.1093,0.1471,0.0267,0.0183,0.0356,NA,NA,NA,0.046,0.0301,0.0657,0.0353,0.0276,0.0434,NA,NA,NA,0.0382,0.0279,0.0499,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-24,1997-2002,0.502,0.4778,0.5277,0.2239,0.2001,0.2478,0.1273,0.109,0.1469,0.0268,0.0184,0.0359,NA,NA,NA,0.0462,0.0305,0.0673,0.0355,0.0279,0.0436,NA,NA,NA,0.0382,0.0279,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-25,1997-2002,0.5018,0.4771,0.5266,0.2239,0.199,0.2483,0.1272,0.1091,0.1472,0.0269,0.0182,0.0361,NA,NA,NA,0.0464,0.03,0.0673,0.0356,0.0278,0.0438,NA,NA,NA,0.0382,0.0277,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-26,1997-2002,0.5017,0.4771,0.5269,0.2239,0.1986,0.2485,0.1271,0.1081,0.1468,0.0269,0.0183,0.0365,NA,NA,NA,0.0465,0.0303,0.0678,0.0357,0.0278,0.0438,NA,NA,NA,0.0382,0.0274,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-27,1997-2002,0.5016,0.4762,0.5262,0.2237,0.1984,0.2489,0.1271,0.108,0.147,0.027,0.0184,0.0369,NA,NA,NA,0.0466,0.0305,0.0684,0.0358,0.0278,0.0441,NA,NA,NA,0.0382,0.0275,0.0505,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-28,1997-2002,0.5014,0.4767,0.527,0.2237,0.1985,0.2491,0.127,0.1084,0.1466,0.0271,0.0181,0.0368,NA,NA,NA,0.0467,0.0304,0.0678,0.0359,0.0278,0.0444,NA,NA,NA,0.0383,0.0275,0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-29,1997-2002,0.5013,0.4763,0.5264,0.2237,0.1988,0.2506,0.1269,0.1083,0.1466,0.0271,0.0183,0.0377,NA,NA,NA,0.0467,0.0302,0.0694,0.0361,0.028,0.0449,NA,NA,NA,0.0382,0.0274,0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-03-01,1997-2002,0.5011,0.4755,0.5263,0.2237,0.1979,0.2495,0.1268,0.108,0.1466,0.0272,0.0184,0.0378,NA,NA,NA,0.0467,0.0291,0.0694,0.0362,0.0277,0.0454,NA,NA,NA,0.0382,0.0273,0.0508,NA,NA,NA,NA,NA,NA,NA,NA,NA
